Rank,Priority,Product,Vendor,Status,Price,Why this rank,Filename 01 (front - featured),Filename 02 (back label),Filename 03 (gift box),Shopify handle
100,P4,Torbreck Les Amis,Torbreck,DRAFT,,Recognised producer or appellation,torbreck-les-amis-01.jpg,torbreck-les-amis-02.jpg,torbreck-les-amis-03.jpg,torbreck-les-amis
101,P4,Vasse Felix Heytesbury Chardonnay,Vasse Felix,DRAFT,,Recognised producer or appellation,vasse-felix-heytesbury-chardonnay-01.jpg,vasse-felix-heytesbury-chardonnay-02.jpg,vasse-felix-heytesbury-chardonnay-03.jpg,vasse-felix-heytesbury-chardonnay
102,P4,Vasse Felix Tom Cullity,Vasse Felix,DRAFT,,Recognised producer or appellation,vasse-felix-tom-cullity-01.jpg,vasse-felix-tom-cullity-02.jpg,vasse-felix-tom-cullity-03.jpg,vasse-felix-tom-cullity
103,P4,Yalumba The Scribbler,Yalumba,DRAFT,,Recognised producer or appellation,yalumba-the-scribbler-01.jpg,yalumba-the-scribbler-02.jpg,yalumba-the-scribbler-03.jpg,yalumba-the-scribbler
104,P5,San Polo Brunello di Montalcino DOCG Vignavecchia 2017 Sangiovese Tuscany Italy,San Polo,DRAFT,733.99,Long tail - shoot last,san-polo-brunello-di-montalcino-docg-vignavecchia-2017-sangiovese-tuscany-italy-01.jpg,san-polo-brunello-di-montalcino-docg-vignavecchia-2017-sangiovese-tuscany-italy-02.jpg,san-polo-brunello-di-montalcino-docg-vignavecchia-2017-sangiovese-tuscany-italy-03.jpg,san-polo-brunello-di-montalcino-docg-vignavecchia-2017-sangiovese-tuscany-italy
105,P5,Perrier-Jouet Belle Epoque Blanc de Blanc,Perrier-Jouet,DRAFT,602.99,Long tail - shoot last,perrier-jouet-belle-epoque-blanc-de-blanc-01.jpg,perrier-jouet-belle-epoque-blanc-de-blanc-02.jpg,perrier-jouet-belle-epoque-blanc-de-blanc-03.jpg,perrier-jouet-belle-epoque-blanc-de-blanc
106,P5,Champagne Deutz Amour de Deutz Brut Millesime 2011,Champagne Deutz,DRAFT,426.99,Long tail - shoot last,champagne-deutz-amour-de-deutz-brut-millesime-2011-01.jpg,champagne-deutz-amour-de-deutz-brut-millesime-2011-02.jpg,champagne-deutz-amour-de-deutz-brut-millesime-2011-03.jpg,champagne-deutz-amour-de-deutz-brut-millesime-2011
107,P5,Poggio Al Tesoro Dedicato A Walter Bolgheri Superiore DOC Tuscany Italy,Poggio al Tesoro,DRAFT,366.99,Long tail - shoot last,poggio-al-tesoro-dedicato-a-walter-bolgheri-superiore-doc-tuscany-italy-01.jpg,poggio-al-tesoro-dedicato-a-walter-bolgheri-superiore-doc-tuscany-italy-02.jpg,poggio-al-tesoro-dedicato-a-walter-bolgheri-superiore-doc-tuscany-italy-03.jpg,poggio-al-tesoro-dedicato-a-walter-bolgheri-superiore-doc-tuscany-italy
108,P5,Kaesler Old Bastard Shiraz,Kaesler,DRAFT,333.99,Long tail - shoot last,kaesler-old-bastard-shiraz-01.jpg,kaesler-old-bastard-shiraz-02.jpg,kaesler-old-bastard-shiraz-03.jpg,kaesler-old-bastard-shiraz
109,P5,Lacourte-Godbillon Mont Ames-Migreats Premier Cru (Pinot Noir) - Champagne France,Lacourte-Godbillon,DRAFT,283.99,Long tail - shoot last,lacourte-godbillon-mont-ames-migreats-premier-cru-pinot-noir-champagne-france-01.jpg,lacourte-godbillon-mont-ames-migreats-premier-cru-pinot-noir-champagne-france-02.jpg,lacourte-godbillon-mont-ames-migreats-premier-cru-pinot-noir-champagne-france-03.jpg,lacourte-godbillon-mont-ames-migreats-premier-cru-pinot-noir-champagne-france
110,P5,Kilikanoon Attunga 1865 Shiraz 2016,Kilikanoon,DRAFT,275.99,Long tail - shoot last,kilikanoon-attunga-1865-shiraz-2016-01.jpg,kilikanoon-attunga-1865-shiraz-2016-02.jpg,kilikanoon-attunga-1865-shiraz-2016-03.jpg,kilikanoon-attunga-1865-shiraz-2016
111,P5,Hentley Farm Clos Otto Shiraz,Hentley Farm,DRAFT,274.99,Long tail - shoot last,hentley-farm-clos-otto-shiraz-01.jpg,hentley-farm-clos-otto-shiraz-02.jpg,hentley-farm-clos-otto-shiraz-03.jpg,hentley-farm-clos-otto-shiraz
112,P5,Maison Tramier & Fils Corton Grand Cru Pinot Noir 2016,Maison Tramier,DRAFT,251.99,Long tail - shoot last,maison-tramier-fils-corton-grand-cru-pinot-noir-2016-01.jpg,maison-tramier-fils-corton-grand-cru-pinot-noir-2016-02.jpg,maison-tramier-fils-corton-grand-cru-pinot-noir-2016-03.jpg,maison-tramier-fils-corton-grand-cru-pinot-noir-2016
113,P5,Wendouree Cabernet Sauvignon,Wendouree,DRAFT,250.99,Long tail - shoot last,wendouree-cabernet-sauvignon-01.jpg,wendouree-cabernet-sauvignon-02.jpg,wendouree-cabernet-sauvignon-03.jpg,wendouree-cabernet-sauvignon
114,P5,House of Arras EJ Carr Late Disgorged,House of Arras,DRAFT,247.99,Long tail - shoot last,house-of-arras-ej-carr-late-disgorged-01.jpg,house-of-arras-ej-carr-late-disgorged-02.jpg,house-of-arras-ej-carr-late-disgorged-03.jpg,house-of-arras-ej-carr-late-disgorged
115,P5,San Polo Brunello di Montalcino Riserva DOCG 2012 Sangiovese Tuscany Italy,San Polo,DRAFT,233.99,Long tail - shoot last,san-polo-brunello-di-montalcino-riserva-docg-2012-sangiovese-tuscany-italy-01.jpg,san-polo-brunello-di-montalcino-riserva-docg-2012-sangiovese-tuscany-italy-02.jpg,san-polo-brunello-di-montalcino-riserva-docg-2012-sangiovese-tuscany-italy-03.jpg,san-polo-brunello-di-montalcino-riserva-docg-2012-sangiovese-tuscany-italy
116,P5,Maison Tramier & Fils Vosne-Romanee Pinot Noir 2020,Maison Tramier,DRAFT,230.99,Long tail - shoot last,maison-tramier-fils-vosne-romanee-pinot-noir-2020-01.jpg,maison-tramier-fils-vosne-romanee-pinot-noir-2020-02.jpg,maison-tramier-fils-vosne-romanee-pinot-noir-2020-03.jpg,maison-tramier-fils-vosne-romanee-pinot-noir-2020
117,P5,Grant Burge Meshach Shiraz V19,Grant Burge,DRAFT,228.99,Long tail - shoot last,grant-burge-meshach-shiraz-v19-01.jpg,grant-burge-meshach-shiraz-v19-02.jpg,grant-burge-meshach-shiraz-v19-03.jpg,grant-burge-meshach-shiraz-v19
118,P5,Billecart Salmon Brut Sous Bois,Billecart Salmon,DRAFT,217.99,Long tail - shoot last,billecart-salmon-brut-sous-bois-01.jpg,billecart-salmon-brut-sous-bois-02.jpg,billecart-salmon-brut-sous-bois-03.jpg,billecart-salmon-brut-sous-bois
119,P5,Tenuta Meraviglia Rosso Bolgheri Superiore 2018,Tenuta Meraviglia,DRAFT,191.99,Long tail - shoot last,tenuta-meraviglia-rosso-bolgheri-superiore-2018-01.jpg,tenuta-meraviglia-rosso-bolgheri-superiore-2018-02.jpg,tenuta-meraviglia-rosso-bolgheri-superiore-2018-03.jpg,tenuta-meraviglia-rosso-bolgheri-superiore-2018
120,P5,Dow's 30 Year Old Tawny Port,Dow's,DRAFT,178.99,Long tail - shoot last,dow-s-30-year-old-tawny-port-01.jpg,dow-s-30-year-old-tawny-port-02.jpg,dow-s-30-year-old-tawny-port-03.jpg,dow-s-30-year-old-tawny-port
121,P5,Marziano Abbona DOCG Barolo,Marziano Abbona,DRAFT,174.99,Long tail - shoot last,marziano-abbona-docg-barolo-01.jpg,marziano-abbona-docg-barolo-02.jpg,marziano-abbona-docg-barolo-03.jpg,marziano-abbona-docg-barolo
122,P5,Fontanafredda Vigna la Rosa Barolo DOCG Italy,Fontanafredda,DRAFT,173.99,Long tail - shoot last,fontanafredda-vigna-la-rosa-barolo-docg-italy-01.jpg,fontanafredda-vigna-la-rosa-barolo-docg-italy-02.jpg,fontanafredda-vigna-la-rosa-barolo-docg-italy-03.jpg,fontanafredda-vigna-la-rosa-barolo-docg-italy
123,P5,Champagne Deutz Brut Rose NV,Champagne Deutz,DRAFT,169.99,Long tail - shoot last,champagne-deutz-brut-rose-nv-01.jpg,champagne-deutz-brut-rose-nv-02.jpg,champagne-deutz-brut-rose-nv-03.jpg,champagne-deutz-brut-rose-nv
124,P5,Collet Vintage 2014,Collet,DRAFT,163.99,Long tail - shoot last,collet-vintage-2014-01.jpg,collet-vintage-2014-02.jpg,collet-vintage-2014-03.jpg,collet-vintage-2014
125,P5,Donne Fittipaldi Malaroja Malbec Super Tuscan,Donne Fittipaldi,DRAFT,159.99,Long tail - shoot last,donne-fittipaldi-malaroja-malbec-super-tuscan-01.jpg,donne-fittipaldi-malaroja-malbec-super-tuscan-02.jpg,donne-fittipaldi-malaroja-malbec-super-tuscan-03.jpg,donne-fittipaldi-malaroja-malbec-super-tuscan
126,P5,Fontanafredda Barolo Proprieta DOCG Italy,Fontanafredda,DRAFT,154.99,Long tail - shoot last,fontanafredda-barolo-proprieta-docg-italy-01.jpg,fontanafredda-barolo-proprieta-docg-italy-02.jpg,fontanafredda-barolo-proprieta-docg-italy-03.jpg,fontanafredda-barolo-proprieta-docg-italy
127,P5,Lacourte-Godbillon Rose Premier Cru (Pinot Noir) - Champagne France,Lacourte-Godbillon,DRAFT,149.99,Long tail - shoot last,lacourte-godbillon-rose-premier-cru-pinot-noir-champagne-france-01.jpg,lacourte-godbillon-rose-premier-cru-pinot-noir-champagne-france-02.jpg,lacourte-godbillon-rose-premier-cru-pinot-noir-champagne-france-03.jpg,lacourte-godbillon-rose-premier-cru-pinot-noir-champagne-france
128,P5,Eileen Hardy Shiraz V20,Hardys,DRAFT,148.99,Long tail - shoot last,eileen-hardy-shiraz-v20-01.jpg,eileen-hardy-shiraz-v20-02.jpg,eileen-hardy-shiraz-v20-03.jpg,eileen-hardy-shiraz-v20
129,P5,Piombaia DOCG Brunello di Montalcino,Piombaia,DRAFT,140.99,Long tail - shoot last,piombaia-docg-brunello-di-montalcino-01.jpg,piombaia-docg-brunello-di-montalcino-02.jpg,piombaia-docg-brunello-di-montalcino-03.jpg,piombaia-docg-brunello-di-montalcino
130,P5,Champagne Deutz Brut Rose,Champagne Deutz,DRAFT,139.99,Long tail - shoot last,champagne-deutz-brut-rose-01.jpg,champagne-deutz-brut-rose-02.jpg,champagne-deutz-brut-rose-03.jpg,champagne-deutz-brut-rose
131,P5,Hardys Eileen Hardy Chardonnay V21,Hardys,DRAFT,138.99,Long tail - shoot last,hardys-eileen-hardy-chardonnay-v21-01.jpg,hardys-eileen-hardy-chardonnay-v21-02.jpg,hardys-eileen-hardy-chardonnay-v21-03.jpg,hardys-eileen-hardy-chardonnay-v21
132,P5,Eileen Hardy Pinot Noir V21,Hardys,DRAFT,137.99,Long tail - shoot last,eileen-hardy-pinot-noir-v21-01.jpg,eileen-hardy-pinot-noir-v21-02.jpg,eileen-hardy-pinot-noir-v21-03.jpg,eileen-hardy-pinot-noir-v21
133,P5,Giboulot Beaune Clos du Roi 1er Cru,Giboulot,DRAFT,137.99,Long tail - shoot last,giboulot-beaune-clos-du-roi-1er-cru-01.jpg,giboulot-beaune-clos-du-roi-1er-cru-02.jpg,giboulot-beaune-clos-du-roi-1er-cru-03.jpg,giboulot-beaune-clos-du-roi-1er-cru
134,P5,Poggio Landi Brunello di Montalcino DOCG 2018,Poggio Landi,DRAFT,131.99,Long tail - shoot last,poggio-landi-brunello-di-montalcino-docg-2018-01.jpg,poggio-landi-brunello-di-montalcino-docg-2018-02.jpg,poggio-landi-brunello-di-montalcino-docg-2018-03.jpg,poggio-landi-brunello-di-montalcino-docg-2018
135,P5,Cape Mentelle Heritage Cabernet Margaret River,Cape Mentelle,DRAFT,130.99,Long tail - shoot last,cape-mentelle-heritage-cabernet-margaret-river-01.jpg,cape-mentelle-heritage-cabernet-margaret-river-02.jpg,cape-mentelle-heritage-cabernet-margaret-river-03.jpg,cape-mentelle-heritage-cabernet-margaret-river
136,P5,Cape Mentelle Heritage Chardonnay Margaret River,Cape Mentelle,DRAFT,130.99,Long tail - shoot last,cape-mentelle-heritage-chardonnay-margaret-river-01.jpg,cape-mentelle-heritage-chardonnay-margaret-river-02.jpg,cape-mentelle-heritage-chardonnay-margaret-river-03.jpg,cape-mentelle-heritage-chardonnay-margaret-river
137,P5,Collet Rose,Collet,DRAFT,130.99,Long tail - shoot last,collet-rose-01.jpg,collet-rose-02.jpg,collet-rose-03.jpg,collet-rose
138,P5,Champagne Laurent-Perrier la Cuvee,Champagne Laurent-Perrier,DRAFT,129.99,Long tail - shoot last,champagne-laurent-perrier-la-cuvee-01.jpg,champagne-laurent-perrier-la-cuvee-02.jpg,champagne-laurent-perrier-la-cuvee-03.jpg,champagne-laurent-perrier-la-cuvee
139,P5,Xanadu Reserve Cabernet Sauvignon,Xanadu,DRAFT,129.99,Long tail - shoot last,xanadu-reserve-cabernet-sauvignon-01.jpg,xanadu-reserve-cabernet-sauvignon-02.jpg,xanadu-reserve-cabernet-sauvignon-03.jpg,xanadu-reserve-cabernet-sauvignon
140,P5,Albert Bichot Gevrey Chambertin,Albert Bichot,DRAFT,125.99,Long tail - shoot last,albert-bichot-gevrey-chambertin-01.jpg,albert-bichot-gevrey-chambertin-02.jpg,albert-bichot-gevrey-chambertin-03.jpg,albert-bichot-gevrey-chambertin
141,P5,House of Arras Vintage Blanc de Blancs,House of Arras,DRAFT,125.99,Long tail - shoot last,house-of-arras-vintage-blanc-de-blancs-01.jpg,house-of-arras-vintage-blanc-de-blancs-02.jpg,house-of-arras-vintage-blanc-de-blancs-03.jpg,house-of-arras-vintage-blanc-de-blancs
142,P5,House of Arras Vintage Rose,House of Arras,DRAFT,125.99,Long tail - shoot last,house-of-arras-vintage-rose-01.jpg,house-of-arras-vintage-rose-02.jpg,house-of-arras-vintage-rose-03.jpg,house-of-arras-vintage-rose
143,P5,San Polo Brunello di Montalcino DOCG Sangiovese Tuscany Italy 2017,San Polo,DRAFT,124.99,Long tail - shoot last,san-polo-brunello-di-montalcino-docg-sangiovese-tuscany-italy-2017-01.jpg,san-polo-brunello-di-montalcino-docg-sangiovese-tuscany-italy-2017-02.jpg,san-polo-brunello-di-montalcino-docg-sangiovese-tuscany-italy-2017-03.jpg,san-polo-brunello-di-montalcino-docg-sangiovese-tuscany-italy-2017
144,P5,Giovanni Rosso Barolo Serralunga d'Alba del Comune,Giovanni Rosso,DRAFT,123.99,Long tail - shoot last,giovanni-rosso-barolo-serralunga-d-alba-del-comune-01.jpg,giovanni-rosso-barolo-serralunga-d-alba-del-comune-02.jpg,giovanni-rosso-barolo-serralunga-d-alba-del-comune-03.jpg,giovanni-rosso-barolo-serralunga-d-alba-del-comune
145,P5,Collet Art Deco Brut NV,Collet,DRAFT,122.99,Long tail - shoot last,collet-art-deco-brut-nv-01.jpg,collet-art-deco-brut-nv-02.jpg,collet-art-deco-brut-nv-03.jpg,collet-art-deco-brut-nv
146,P5,Jf Moreau Premier Cru Mont de Milieu 2021,JF Moreau,DRAFT,122.99,Long tail - shoot last,jf-moreau-premier-cru-mont-de-milieu-2021-01.jpg,jf-moreau-premier-cru-mont-de-milieu-2021-02.jpg,jf-moreau-premier-cru-mont-de-milieu-2021-03.jpg,jf-moreau-premier-cru-mont-de-milieu-2021
147,P5,Marziano Abbona Barbaresco DOCG,Marziano Abbona,DRAFT,121.99,Long tail - shoot last,marziano-abbona-barbaresco-docg-01.jpg,marziano-abbona-barbaresco-docg-02.jpg,marziano-abbona-barbaresco-docg-03.jpg,marziano-abbona-barbaresco-docg
148,P5,Xanadu Reserve Chardonnay,Xanadu,DRAFT,120.99,Long tail - shoot last,xanadu-reserve-chardonnay-01.jpg,xanadu-reserve-chardonnay-02.jpg,xanadu-reserve-chardonnay-03.jpg,xanadu-reserve-chardonnay
149,P5,Ayala Brut Majeur NV,Ayala,DRAFT,115.99,Long tail - shoot last,ayala-brut-majeur-nv-01.jpg,ayala-brut-majeur-nv-02.jpg,ayala-brut-majeur-nv-03.jpg,ayala-brut-majeur-nv
150,P5,Diego Rivetti Barolo Elda 2022,Diego Rivetti,DRAFT,114.99,Long tail - shoot last,diego-rivetti-barolo-elda-2022-01.jpg,diego-rivetti-barolo-elda-2022-02.jpg,diego-rivetti-barolo-elda-2022-03.jpg,diego-rivetti-barolo-elda-2022
151,P5,Oakridge 864 Chardonnay,Oakridge,DRAFT,114.99,Long tail - shoot last,oakridge-864-chardonnay-01.jpg,oakridge-864-chardonnay-02.jpg,oakridge-864-chardonnay-03.jpg,oakridge-864-chardonnay
152,P5,Oakridge 864 Henk Chardonnay,Oakridge,DRAFT,114.99,Long tail - shoot last,oakridge-864-henk-chardonnay-01.jpg,oakridge-864-henk-chardonnay-02.jpg,oakridge-864-henk-chardonnay-03.jpg,oakridge-864-henk-chardonnay
153,P5,Jean Michel Giboulot Savigny Les Beaune Aux Fournaux 1er Cru 2018,Jean Michel Giboulot,DRAFT,112.99,Long tail - shoot last,jean-michel-giboulot-savigny-les-beaune-aux-fournaux-1er-cru-2018-01.jpg,jean-michel-giboulot-savigny-les-beaune-aux-fournaux-1er-cru-2018-02.jpg,jean-michel-giboulot-savigny-les-beaune-aux-fournaux-1er-cru-2018-03.jpg,jean-michel-giboulot-savigny-les-beaune-aux-fournaux-1er-cru-2018
154,P5,Piazzo Barbaresco Pajore DOCG 2021,Piazzo,DRAFT,111.99,Long tail - shoot last,piazzo-barbaresco-pajore-docg-2021-01.jpg,piazzo-barbaresco-pajore-docg-2021-02.jpg,piazzo-barbaresco-pajore-docg-2021-03.jpg,piazzo-barbaresco-pajore-docg-2021
155,P5,Tar & Roses Local Hero Barolo,Tar & Roses,DRAFT,105.99,Long tail - shoot last,tar-roses-local-hero-barolo-01.jpg,tar-roses-local-hero-barolo-02.jpg,tar-roses-local-hero-barolo-03.jpg,tar-roses-local-hero-barolo
156,P5,Xanadu Stevens Road Cabernet Sauvignon,Xanadu,DRAFT,102.99,Long tail - shoot last,xanadu-stevens-road-cabernet-sauvignon-01.jpg,xanadu-stevens-road-cabernet-sauvignon-02.jpg,xanadu-stevens-road-cabernet-sauvignon-03.jpg,xanadu-stevens-road-cabernet-sauvignon
157,P5,Beaurenard Chateau Blanc Chateauneuf du Pape,Beaurenard,DRAFT,98.99,Long tail - shoot last,beaurenard-chateau-blanc-chateauneuf-du-pape-01.jpg,beaurenard-chateau-blanc-chateauneuf-du-pape-02.jpg,beaurenard-chateau-blanc-chateauneuf-du-pape-03.jpg,beaurenard-chateau-blanc-chateauneuf-du-pape
158,P5,Kilikanoon Tregea Cabernet Sauvignon 2018,Kilikanoon,DRAFT,97.99,Long tail - shoot last,kilikanoon-tregea-cabernet-sauvignon-2018-01.jpg,kilikanoon-tregea-cabernet-sauvignon-2018-02.jpg,kilikanoon-tregea-cabernet-sauvignon-2018-03.jpg,kilikanoon-tregea-cabernet-sauvignon-2018
159,P5,Oakridge 864 Cabernet Sauvignon Winery Block,Oakridge,DRAFT,96.99,Long tail - shoot last,oakridge-864-cabernet-sauvignon-winery-block-01.jpg,oakridge-864-cabernet-sauvignon-winery-block-02.jpg,oakridge-864-cabernet-sauvignon-winery-block-03.jpg,oakridge-864-cabernet-sauvignon-winery-block
160,P5,Oakridge 864 Pinot Noir Block A4,Oakridge,DRAFT,96.99,Long tail - shoot last,oakridge-864-pinot-noir-block-a4-01.jpg,oakridge-864-pinot-noir-block-a4-02.jpg,oakridge-864-pinot-noir-block-a4-03.jpg,oakridge-864-pinot-noir-block-a4
161,P5,Oakridge 864 Syrah,Oakridge,DRAFT,96.99,Long tail - shoot last,oakridge-864-syrah-01.jpg,oakridge-864-syrah-02.jpg,oakridge-864-syrah-03.jpg,oakridge-864-syrah
162,P5,Xanadu Stevens Road Chardonnay,Xanadu,DRAFT,93.99,Long tail - shoot last,xanadu-stevens-road-chardonnay-01.jpg,xanadu-stevens-road-chardonnay-02.jpg,xanadu-stevens-road-chardonnay-03.jpg,xanadu-stevens-road-chardonnay
163,P5,Farina Amarone della Valpolicella Classico DOCG Veneto Italy,Farina,DRAFT,92.99,Long tail - shoot last,farina-amarone-della-valpolicella-classico-docg-veneto-italy-01.jpg,farina-amarone-della-valpolicella-classico-docg-veneto-italy-02.jpg,farina-amarone-della-valpolicella-classico-docg-veneto-italy-03.jpg,farina-amarone-della-valpolicella-classico-docg-veneto-italy
164,P5,Fontanafredda Serralunga d'Alba Barolo DOCG Italy,Fontanafredda,DRAFT,90.99,Long tail - shoot last,fontanafredda-serralunga-d-alba-barolo-docg-italy-01.jpg,fontanafredda-serralunga-d-alba-barolo-docg-italy-02.jpg,fontanafredda-serralunga-d-alba-barolo-docg-italy-03.jpg,fontanafredda-serralunga-d-alba-barolo-docg-italy
165,P5,Millebuis Bourgogne Montagny Premier Cru 2022,Millebuis,DRAFT,86.99,Long tail - shoot last,millebuis-bourgogne-montagny-premier-cru-2022-01.jpg,millebuis-bourgogne-montagny-premier-cru-2022-02.jpg,millebuis-bourgogne-montagny-premier-cru-2022-03.jpg,millebuis-bourgogne-montagny-premier-cru-2022
166,P5,Tenuta Meraviglia Rosso Bolgheri DOC 2020,Tenuta Meraviglia,DRAFT,82.99,Long tail - shoot last,tenuta-meraviglia-rosso-bolgheri-doc-2020-01.jpg,tenuta-meraviglia-rosso-bolgheri-doc-2020-02.jpg,tenuta-meraviglia-rosso-bolgheri-doc-2020-03.jpg,tenuta-meraviglia-rosso-bolgheri-doc-2020
167,P5,Donne Fittipaldi Bolgheri Tuscany 2022,Donne Fittipaldi,DRAFT,81.99,Long tail - shoot last,donne-fittipaldi-bolgheri-tuscany-2022-01.jpg,donne-fittipaldi-bolgheri-tuscany-2022-02.jpg,donne-fittipaldi-bolgheri-tuscany-2022-03.jpg,donne-fittipaldi-bolgheri-tuscany-2022
168,P5,Piazzo Barolo Valente DOCG 2020,Piazzo,DRAFT,79.99,Long tail - shoot last,piazzo-barolo-valente-docg-2020-01.jpg,piazzo-barolo-valente-docg-2020-02.jpg,piazzo-barolo-valente-docg-2020-03.jpg,piazzo-barolo-valente-docg-2020
169,P5,Casali del Barone Barolo 2020,Casali del Barone,DRAFT,77.99,Long tail - shoot last,casali-del-barone-barolo-2020-01.jpg,casali-del-barone-barolo-2020-02.jpg,casali-del-barone-barolo-2020-03.jpg,casali-del-barone-barolo-2020
170,P5,Hentley Farm Old Legend Grenache,Hentley Farm,DRAFT,76.99,Long tail - shoot last,hentley-farm-old-legend-grenache-01.jpg,hentley-farm-old-legend-grenache-02.jpg,hentley-farm-old-legend-grenache-03.jpg,hentley-farm-old-legend-grenache
171,P5,Piazzo Barbaresco Arge DOCG 2021,Piazzo,DRAFT,75.99,Long tail - shoot last,piazzo-barbaresco-arge-docg-2021-01.jpg,piazzo-barbaresco-arge-docg-2021-02.jpg,piazzo-barbaresco-arge-docg-2021-03.jpg,piazzo-barbaresco-arge-docg-2021
172,P5,Dow's Colheita Tawny Port Portugal,Dow's,DRAFT,70.99,Long tail - shoot last,dow-s-colheita-tawny-port-portugal-01.jpg,dow-s-colheita-tawny-port-portugal-02.jpg,dow-s-colheita-tawny-port-portugal-03.jpg,dow-s-colheita-tawny-port-portugal
173,P5,Chateau Galeteau Cuvee Eleonore Saint Emilion Grand Cru 2022,Chateau Galeteau,DRAFT,68.99,Long tail - shoot last,chateau-galeteau-cuvee-eleonore-saint-emilion-grand-cru-2022-01.jpg,chateau-galeteau-cuvee-eleonore-saint-emilion-grand-cru-2022-02.jpg,chateau-galeteau-cuvee-eleonore-saint-emilion-grand-cru-2022-03.jpg,chateau-galeteau-cuvee-eleonore-saint-emilion-grand-cru-2022
174,P5,Podere Casanova DOCG Chianti Classico,Podere Casanova,DRAFT,67.99,Long tail - shoot last,podere-casanova-docg-chianti-classico-01.jpg,podere-casanova-docg-chianti-classico-02.jpg,podere-casanova-docg-chianti-classico-03.jpg,podere-casanova-docg-chianti-classico
175,P5,Hentley Farm Quint Shiraz,Hentley Farm,DRAFT,64.99,Long tail - shoot last,hentley-farm-quint-shiraz-01.jpg,hentley-farm-quint-shiraz-02.jpg,hentley-farm-quint-shiraz-03.jpg,hentley-farm-quint-shiraz
176,P5,Peyrassol Chateau Rose,Peyrassol,DRAFT,64.99,Long tail - shoot last,peyrassol-chateau-rose-01.jpg,peyrassol-chateau-rose-02.jpg,peyrassol-chateau-rose-03.jpg,peyrassol-chateau-rose
177,P5,Cape Mentelle Chardonnay Margaret River,Cape Mentelle,DRAFT,62.99,Long tail - shoot last,cape-mentelle-chardonnay-margaret-river-01.jpg,cape-mentelle-chardonnay-margaret-river-02.jpg,cape-mentelle-chardonnay-margaret-river-03.jpg,cape-mentelle-chardonnay-margaret-river
178,P5,Cape Mentelle Zinfandel Margaret River,Cape Mentelle,DRAFT,62.99,Long tail - shoot last,cape-mentelle-zinfandel-margaret-river-01.jpg,cape-mentelle-zinfandel-margaret-river-02.jpg,cape-mentelle-zinfandel-margaret-river-03.jpg,cape-mentelle-zinfandel-margaret-river
179,P5,House of Arras Brut Elite Rose,House of Arras,DRAFT,62.99,Long tail - shoot last,house-of-arras-brut-elite-rose-01.jpg,house-of-arras-brut-elite-rose-02.jpg,house-of-arras-brut-elite-rose-03.jpg,house-of-arras-brut-elite-rose
180,P5,Banfi DOCG Chianti Classico Riserva,Banfi,DRAFT,61.99,Long tail - shoot last,banfi-docg-chianti-classico-riserva-01.jpg,banfi-docg-chianti-classico-riserva-02.jpg,banfi-docg-chianti-classico-riserva-03.jpg,banfi-docg-chianti-classico-riserva
181,P5,Laurent Habrard Crozes Hermitage Blanc Grand Classique,Laurent Habrard,DRAFT,61.99,Long tail - shoot last,laurent-habrard-crozes-hermitage-blanc-grand-classique-01.jpg,laurent-habrard-crozes-hermitage-blanc-grand-classique-02.jpg,laurent-habrard-crozes-hermitage-blanc-grand-classique-03.jpg,laurent-habrard-crozes-hermitage-blanc-grand-classique
182,P5,Chiappini DOC Bolgheri Rosso Ferruggini,Chiappini,DRAFT,58.99,Long tail - shoot last,chiappini-doc-bolgheri-rosso-ferruggini-01.jpg,chiappini-doc-bolgheri-rosso-ferruggini-02.jpg,chiappini-doc-bolgheri-rosso-ferruggini-03.jpg,chiappini-doc-bolgheri-rosso-ferruggini
183,P5,Donne Fittipaldi Bolgheri Rosso,Donne Fittipaldi,DRAFT,58.99,Long tail - shoot last,donne-fittipaldi-bolgheri-rosso-01.jpg,donne-fittipaldi-bolgheri-rosso-02.jpg,donne-fittipaldi-bolgheri-rosso-03.jpg,donne-fittipaldi-bolgheri-rosso
184,P5,Cape Mentelle Wallcliffe Cabernet Franc,Cape Mentelle,DRAFT,56.99,Long tail - shoot last,cape-mentelle-wallcliffe-cabernet-franc-01.jpg,cape-mentelle-wallcliffe-cabernet-franc-02.jpg,cape-mentelle-wallcliffe-cabernet-franc-03.jpg,cape-mentelle-wallcliffe-cabernet-franc
185,P5,Cape Mentelle Wallcliffe Sauvignon Blanc,Cape Mentelle,DRAFT,56.99,Long tail - shoot last,cape-mentelle-wallcliffe-sauvignon-blanc-01.jpg,cape-mentelle-wallcliffe-sauvignon-blanc-02.jpg,cape-mentelle-wallcliffe-sauvignon-blanc-03.jpg,cape-mentelle-wallcliffe-sauvignon-blanc
186,P5,Kilikanoon Mort's Reserve Riesling 2024,Kilikanoon,DRAFT,55.99,Long tail - shoot last,kilikanoon-mort-s-reserve-riesling-2024-01.jpg,kilikanoon-mort-s-reserve-riesling-2024-02.jpg,kilikanoon-mort-s-reserve-riesling-2024-03.jpg,kilikanoon-mort-s-reserve-riesling-2024
187,P5,Banfi DOCG Chianti Classico,Banfi,DRAFT,48.99,Long tail - shoot last,banfi-docg-chianti-classico-01.jpg,banfi-docg-chianti-classico-02.jpg,banfi-docg-chianti-classico-03.jpg,banfi-docg-chianti-classico
